Date,Time,Open,High,Low,Close,Volume,OpenInt
2017-07-28,19:00:00,1016.88,1027.87,1016.21,1024.98,612082,0
2017-07-28,20:00:00,1024.57,1032.85,1023.62,1025.897,524001,0
2017-07-28,21:00:00,1026.22,1028.5,1019.51,1022.3,397565,0
2017-07-28,22:00:00,1022.22,1022.4,1018.8,1020.04,791561,0
2017-07-31,16:00:00,1019.05,1019.05,1002.6,1002.7482,809817,0
2017-07-31,17:00:00,1002.73,1003.95,994.5539,999.37,1128811,0
2017-07-31,18:00:00,999.01,1002.5,995.01,997.8242,568287,0
2017-07-31,19:00:00,997.64,998.83,994.84,996.9323,384349,0
2017-07-31,20:00:00,996.958,996.958,987.7,991.85,646447,0
2017-07-31,21:00:00,991.85,992.92,987.52,988.2,465130,0
2017-07-31,22:00:00,988.235,992.45,987.02,987.78,1074803,0
2017-08-01,16:00:00,996.11,1002.21,993.2,1002.21,810940,0
2017-08-01,17:00:00,1002,1006.4,998.5401,1001.6,701768,0
2017-08-01,18:00:00,1001.59,1003.12,997.5,999.8157,293960,0
2017-08-01,19:00:00,999.83,1001.4999,998.13,999.26,214380,0
2017-08-01,20:00:00,999.46,1001,998.6,1000.39,171231,0
2017-08-01,21:00:00,1000.0574,1001.8,996,996.4,245445,0
2017-08-01,22:00:00,996.02,996.75,991.58,996.19,649400,0
2017-08-02,16:00:00,1001.77,1003.21,991.1001,994.8,516693,0
2017-08-02,17:00:00,994.73,999.24,983.37,984.25,597858,0
2017-08-02,18:00:00,984.66,990.1,981.73,988.55,388652,0
2017-08-02,19:00:00,988.52,988.86,985.12,988.2,218805,0
2017-08-02,20:00:00,988.47,997.0291,987.5,996.24,339616,0
2017-08-02,21:00:00,996.47,998.57,995.2,997.625,307048,0
2017-08-02,22:00:00,997.6433,998.18,993.7401,995.89,451142,0
2017-08-03,16:00:00,999.47,999.5,989.05,990.205,331284,0
2017-08-03,17:00:00,990.48,992.256,984.59,991.245,556355,0
2017-08-03,18:00:00,991.6499,992.19,987.36,988.57,265739,0
2017-08-03,19:00:00,988.76,989.85,986.8,987.627,199813,0
2017-08-03,20:00:00,987.36,988.4799,985.02,986.757,204685,0
2017-08-03,21:00:00,986.815,989,985.89,988.7772,188524,0
